GEO_ID,NAME,AREALAND,AREAWATR,AREALAND_SQMI,AREAWATR_SQMI,INTPTLAT,INTPTLON
0500000US19109,"Kossuth County, Iowa",2519361810,4125592,972.731,1.593,43.212356,-94.2139652
0500000US19111,"Lee County, Iowa",1340448559,55266767,517.55,21.339,40.6475875,-91.4771574
0500000US19113,"Linn County, Iowa",1857048431,19835227,717.01,7.658,42.0779506,-91.5976735
0500000US19115,"Louisa County, Iowa",1040596799,40784321,401.777,15.747,41.2182111,-91.2569936
0500000US19117,"Lucas County, Iowa",1115458264,9852845,430.681,3.804,41.033344,-93.3314666
0500000US19119,"Lyon County, Iowa",1521901260,440273,587.609,0.17,43.3835796,-96.2072011
0500000US19121,"Madison County, Iowa",1452999047,2983840,561.006,1.152,41.3306216,-94.0151842
0500000US19123,"Mahaska County, Iowa",1478496994,6594320,570.851,2.546,41.3307973,-92.6363661
0500000US19125,"Marion County, Iowa",1436123091,41484609,554.49,16.017,41.3314327,-93.0938678
0500000US19127,"Marshall County, Iowa",1482776071,1803080,572.503,0.696,42.0416996,-92.9814034
0500000US19129,"Mills County, Iowa",1132940500,8316363,437.431,3.211,41.0337028,-95.619101
0500000US19131,"Mitchell County, Iowa",1215368214,1118491,469.256,0.432,43.3485643,-92.7844663
0500000US19133,"Monona County, Iowa",1797639076,12591063,694.072,4.861,42.0494317,-95.9565661
0500000US19135,"Monroe County, Iowa",1123299102,1522790,433.708,0.588,41.0288473,-92.8696415
0500000US19137,"Montgomery County, Iowa",1098405769,2410446,424.097,0.931,41.0217348,-95.1577896
0500000US19139,"Muscatine County, Iowa",1132964480,30262337,437.44,11.684,41.483776,-91.1186992
0500000US19141,"O'Brien County, Iowa",1484153956,447448,573.035,0.173,43.0837455,-95.6256244
0500000US19143,"Osceola County, Iowa",1032593803,1835263,398.687,0.709,43.3785421,-95.6337878
0500000US19145,"Page County, Iowa",1385497643,1359014,534.944,0.525,40.7390972,-95.1443014
0500000US19147,"Palo Alto County, Iowa",1460400553,14428727,563.864,5.571,43.0753374,-94.6690546
0500000US19149,"Plymouth County, Iowa",2234715258,2176851,862.828,0.84,42.7375854,-96.2158638
0500000US19151,"Pocahontas County, Iowa",1495047199,3666528,577.241,1.416,42.7340333,-94.6782789
0500000US19153,"Polk County, Iowa",1482460078,50523820,572.381,19.507,41.6848158,-93.568971
0500000US19155,"Pottawattamie County, Iowa",2463783967,20387189,951.272,7.872,41.3401835,-95.5449053
0500000US19157,"Poweshiek County, Iowa",1514943343,2961952,584.923,1.144,41.6846421,-92.5229344
0500000US19159,"Ringgold County, Iowa",1386898611,8756867,535.485,3.381,40.7353342,-94.2442514
0500000US19161,"Sac County, Iowa",1489300201,8569436,575.022,3.309,42.3875259,-95.1052244
0500000US19163,"Scott County, Iowa",1186463531,26196368,458.096,10.114,41.6420791,-90.6222889
0500000US19165,"Shelby County, Iowa",1530103550,1486125,590.776,0.574,41.6790143,-95.3089173
0500000US19167,"Sioux County, Iowa",1988881470,2802041,767.911,1.082,43.082646,-96.1780098
0500000US19169,"Story County, Iowa",1482882549,2862354,572.544,1.105,42.0375379,-93.4660934
0500000US19171,"Tama County, Iowa",1867410495,2769418,721.011,1.069,42.074848,-92.5294115
0500000US19173,"Taylor County, Iowa",1377618878,7133363,531.902,2.754,40.7379489,-94.6971082
0500000US19175,"Union County, Iowa",1097235795,5575854,423.645,2.153,41.0285502,-94.2450907
0500000US19177,"Van Buren County, Iowa",1255605676,14880499,484.792,5.745,40.7541168,-91.952943
0500000US19179,"Wapello County, Iowa",1118466908,10822775,431.843,4.179,41.0312751,-92.4094658
0500000US19181,"Warren County, Iowa",1475406267,8647198,569.658,3.339,41.3324459,-93.5687512
0500000US19183,"Washington County, Iowa",1473258541,5339036,568.828,2.061,41.3294012,-91.7250523
0500000US19185,"Wayne County, Iowa",1360957548,4272458,525.469,1.65,40.7399827,-93.3326126
0500000US19187,"Webster County, Iowa",1853665899,7269394,715.704,2.807,42.4335786,-94.1758309
0500000US19189,"Winnebago County, Iowa",1037261957,3182049,400.489,1.229,43.3781243,-93.7434883
0500000US19191,"Winneshiek County, Iowa",1786686738,745729,689.844,0.288,43.2929889,-91.850788
0500000US19193,"Woodbury County, Iowa",2260790944,12793666,872.896,4.94,42.3932198,-96.0532956
0500000US19195,"Worth County, Iowa",1036314929,4709127,400.123,1.818,43.373491,-93.2485332
0500000US19197,"Wright County, Iowa",1503260259,4703964,580.412,1.816,42.7330073,-93.7347352
0500000US20001,"Allen County, Kansas",1295764235,13021929,500.297,5.028,37.8842285,-95.3009448
0500000US20003,"Anderson County, Kansas",1501263984,10599676,579.641,4.093,38.2151139,-95.2920464
0500000US20005,"Atchison County, Kansas",1116736556,6851102,431.174,2.645,39.5325441,-95.3133975
0500000US20007,"Barber County, Kansas",2937240778,5411508,1134.075,2.089,37.2229059,-98.685052
0500000US20009,"Barton County, Kansas",2318705427,13926862,895.257,5.377,38.4812394,-98.7678374
0500000US20011,"Bourbon County, Kansas",1645836648,9402853,635.461,3.63,37.8560997,-94.8509284
0500000US20013,"Brown County, Kansas",1478550072,3196147,570.871,1.234,39.8259308,-95.5699047
0500000US20015,"Butler County, Kansas",3702946932,43541269,1429.716,16.811,37.7736487,-96.8388402
0500000US20017,"Chase County, Kansas",2002198770,12091093,773.053,4.668,38.2994749,-96.5940289
0500000US20019,"Chautauqua County, Kansas",1654694134,15243776,638.881,5.886,37.1542592,-96.2453962
0500000US20021,"Cherokee County, Kansas",1521791034,8951464,587.567,3.456,37.1693922,-94.8456975
0500000US20023,"Cheyenne County, Kansas",2641501923,2738021,1019.89,1.057,39.7899014,-101.7273171
0500000US20025,"Clark County, Kansas",2524300310,6603384,974.638,2.55,37.2338311,-99.8138686
0500000US20027,"Clay County, Kansas",1671314415,26701337,645.298,10.309,39.3449643,-97.1688527
0500000US20029,"Cloud County, Kansas",1852726652,6859888,715.342,2.649,39.4873286,-97.6413898
0500000US20031,"Coffey County, Kansas",1623623909,70470788,626.885,27.209,38.2364502,-95.7291373
0500000US20033,"Comanche County, Kansas",2041681087,3604155,788.298,1.392,37.1814417,-99.2512929
0500000US20035,"Cowley County, Kansas",2915648168,17322935,1125.738,6.688,37.2345068,-96.8372468
0500000US20037,"Crawford County, Kansas",1527499257,13573629,589.771,5.241,37.5058215,-94.8538967
0500000US20039,"Decatur County, Kansas",2314199321,1631670,893.517,0.63,39.783542,-100.4597084
0500000US20041,"Dickinson County, Kansas",2193895358,12632458,847.068,4.877,38.8677353,-97.1579434
0500000US20043,"Doniphan County, Kansas",1019096302,12433564,393.475,4.801,39.7885021,-95.1472253
0500000US20045,"Douglas County, Kansas",1180428103,48875040,455.766,18.871,38.8964168,-95.2909475
0500000US20047,"Edwards County, Kansas",1610699241,206413,621.894,0.08,37.8835945,-99.3047457
0500000US20049,"Elk County, Kansas",1668637027,16060833,644.264,6.201,37.4560259,-96.2446421
0500000US20051,"Ellis County, Kansas",2330762304,1197085,899.912,0.462,38.9145967,-99.3173133
0500000US20053,"Ellsworth County, Kansas",1853331065,19969761,715.575,7.71,38.7008451,-98.2053552
0500000US20055,"Finney County, Kansas",3372157854,1716371,1301.997,0.663,38.0498075,-100.7399674
0500000US20057,"Ford County, Kansas",2844508247,2097356,1098.271,0.81,37.6884159,-99.8847484
0500000US20059,"Franklin County, Kansas",1480882201,13893465,571.772,5.364,38.5580187,-95.2789618
0500000US20061,"Geary County, Kansas",996243012,51658044,384.652,19.945,39.0021387,-96.7680996
0500000US20063,"Gove County, Kansas",2775601942,245369,1071.666,0.095,38.9172385,-100.4873598
0500000US20065,"Graham County, Kansas",2327173853,599356,898.527,0.231,39.3549716,-99.8798939
0500000US20067,"Grant County, Kansas",1488745953,871232,574.808,0.336,37.547537,-101.2993622
0500000US20069,"Gray County, Kansas",2250356175,1113338,868.867,0.43,37.7445134,-100.4517163
0500000US20071,"Greeley County, Kansas",2016057909,0,778.404,0,38.4804041,-101.8059697
0500000US20073,"Greenwood County, Kansas",2961143637,24145021,1143.304,9.322,37.8793472,-96.2417321
0500000US20075,"Hamilton County, Kansas",2580958332,2893322,996.514,1.117,37.9952438,-101.7936887
0500000US20077,"Harper County, Kansas",2075290349,3899269,801.274,1.506,37.188184,-98.0665901
0500000US20079,"Harvey County, Kansas",1397961178,2503283,539.756,0.967,38.0501436,-97.4367065
0500000US20081,"Haskell County, Kansas",1495772621,910409,577.521,0.352,37.554979,-100.8799515
0500000US20083,"Hodgeman County, Kansas",2227369149,826344,859.992,0.319,38.0874927,-99.8984067
0500000US20085,"Jackson County, Kansas",1699600349,4666513,656.219,1.802,39.4111453,-95.794485
0500000US20087,"Jefferson County, Kansas",1379494404,62293259,532.626,24.052,39.239644,-95.375314
0500000US20089,"Jewell County, Kansas",2356813569,11367163,909.971,4.389,39.7770053,-98.2226185
0500000US20091,"Johnson County, Kansas",1226653398,16345313,473.614,6.311,38.8839065,-94.8223295
0500000US20093,"Kearny County, Kansas",2254696659,1133601,870.543,0.438,37.9944614,-101.3081363
0500000US20095,"Kingman County, Kansas",2236245129,8391920,863.419,3.24,37.5529509,-98.1445285
0500000US20097,"Kiowa County, Kansas",1871627806,596764,722.64,0.23,37.5612311,-99.2865389
0500000US20099,"Labette County, Kansas",1671560706,20006201,645.393,7.724,37.1914676,-95.2974732
0500000US20101,"Lane County, Kansas",1858080220,551220,717.409,0.213,38.4812863,-100.4661853
0500000US20103,"Leavenworth County, Kansas",1200218360,14338598,463.407,5.536,39.1895108,-95.038977
0500000US20105,"Lincoln County, Kansas",1863226707,2748359,719.396,1.061,39.0472801,-98.2142837
0500000US20107,"Linn County, Kansas",1538662703,31893232,594.081,12.314,38.2165494,-94.8449321
0500000US20109,"Logan County, Kansas",2779039725,274632,1072.993,0.106,38.9132702,-101.1574016
0500000US20111,"Lyon County, Kansas",2194958230,20561826,847.478,7.939,38.4554034,-96.1616407
0500000US20113,"McPherson County, Kansas",2326547431,6003328,898.285,2.318,38.395812,-97.6474893
0500000US20115,"Marion County, Kansas",2445722725,24432825,944.299,9.434,38.3596474,-97.1027707
0500000US20117,"Marshall County, Kansas",2331450541,12735557,900.178,4.917,39.7827091,-96.5212426
0500000US20119,"Meade County, Kansas",2533222394,3258258,978.083,1.258,37.2438862,-100.3600936
0500000US20121,"Miami County, Kansas",1491519614,37234703,575.879,14.376,38.5667718,-94.8329626
0500000US20123,"Mitchell County, Kansas",1817632930,44979980,701.792,17.367,39.3930256,-98.2073621
0500000US20125,"Montgomery County, Kansas",1666900085,20430012,643.594,7.888,37.1895369,-95.7424028
0500000US20127,"Morris County, Kansas",1800929252,19545268,695.343,7.546,38.688204,-96.6514482
0500000US20129,"Morton County, Kansas",1889993632,507796,729.731,0.196,37.1852495,-101.8095163
0500000US20131,"Nemaha County, Kansas",1858128456,5204921,717.427,2.01,39.7910427,-96.0053805
0500000US20133,"Neosho County, Kansas",1480129690,16350961,571.481,6.313,37.5642832,-95.3156822
0500000US20135,"Ness County, Kansas",2783562239,667491,1074.739,0.258,38.4804369,-99.9087452
0500000US20137,"Norton County, Kansas",2274122713,8421464,878.044,3.252,39.7838666,-99.8992352
0500000US20139,"Osage County, Kansas",1827253333,37137002,705.506,14.339,38.6502149,-95.7082554
0500000US20141,"Osborne County, Kansas",2311604929,4806274,892.516,1.856,39.3482608,-98.7679416
0500000US20143,"Ottawa County, Kansas",1866683176,1567629,720.73,0.605,39.1379632,-97.6548025
0500000US20145,"Pawnee County, Kansas",1953531640,992041,754.263,0.383,38.1814768,-99.2347717
0500000US20147,"Phillips County, Kansas",2294395646,22493383,885.871,8.685,39.7845058,-99.3421498
0500000US20149,"Pottawatomie County, Kansas",2177493043,54149843,840.735,20.907,39.3821868,-96.3371126
0500000US20151,"Pratt County, Kansas",1903740948,1771939,735.039,0.684,37.6475943,-98.7401199
0500000US20153,"Rawlins County, Kansas",2769775705,415527,1069.416,0.16,39.7861975,-101.0767378
0500000US20155,"Reno County, Kansas",3251231985,43517492,1255.308,16.802,37.9481849,-98.0783463
0500000US20157,"Republic County, Kansas",1857998455,7951912,717.377,3.07,39.8289061,-97.650883
0500000US20159,"Rice County, Kansas",1880936103,4482698,726.234,1.731,38.3471776,-98.2014154
0500000US20161,"Riley County, Kansas",1579010806,32092080,609.66,12.391,39.2912101,-96.7274879
0500000US20163,"Rooks County, Kansas",2306454192,11962259,890.527,4.619,39.3460064,-99.3244921
0500000US20165,"Rush County, Kansas",1858997546,544720,717.763,0.21,38.5235962,-99.3091835
0500000US20167,"Russell County, Kansas",2295402858,34126776,886.26,13.176,38.9160397,-98.7709489
0500000US20169,"Saline County, Kansas",1865429340,2760902,720.246,1.066,38.7918043,-97.6514783
0500000US20171,"Scott County, Kansas",1858536839,306079,717.585,0.118,38.4818768,-100.9063604
0500000US20173,"Sedgwick County, Kansas",2582220576,31390123,997.001,12.12,37.681045,-97.4610535
0500000US20175,"Seward County, Kansas",1656693303,1961444,639.653,0.757,37.1809599,-100.8552566
0500000US20177,"Shawnee County, Kansas",1409020130,30313507,544.026,11.704,39.0418053,-95.755664
0500000US20179,"Sheridan County, Kansas",2320518305,647342,895.957,0.25,39.3505465,-100.4412278
0500000US20181,"Sherman County, Kansas",2735193251,548248,1056.064,0.212,39.3513521,-101.719859
0500000US20183,"Smith County, Kansas",2319241775,3884267,895.464,1.5,39.7846603,-98.7854295
0500000US20185,"Stafford County, Kansas",2051389756,7435417,792.046,2.871,38.0356303,-98.7198888
0500000US20187,"Stanton County, Kansas",1762103387,178555,680.352,0.069,37.5659319,-101.7893829
0500000US20189,"Stevens County, Kansas",1883593922,464936,727.26,0.18,37.2017002,-101.3172684
0500000US20191,"Sumner County, Kansas",3060505681,8512878,1181.668,3.287,37.2366617,-97.4933519
0500000US20193,"Thomas County, Kansas",2783425128,288241,1074.686,0.111,39.3577126,-101.0833859
0500000US20195,"Trego County, Kansas",2303727352,26281951,889.474,10.148,38.9213022,-99.865423
0500000US20197,"Wabaunsee County, Kansas",2057320865,13845234,794.336,5.346,38.9551537,-96.2012619
0500000US20199,"Wallace County, Kansas",2366348284,140936,913.652,0.054,38.9266259,-101.7711031
0500000US20201,"Washington County, Kansas",2317414334,10139473,894.759,3.915,39.7767142,-97.0956108
0500000US20203,"Wichita County, Kansas",1861078196,61987,718.566,0.024,38.4819222,-101.3474341
0500000US20205,"Wilson County, Kansas",1477388031,12046473,570.423,4.651,37.5585146,-95.7451749
0500000US20207,"Woodson County, Kansas",1289344338,19254559,497.819,7.434,37.8881929,-95.7584691
0500000US20209,"Wyandotte County, Kansas",392739382,11801597,151.638,4.557,39.1153842,-94.7630866
0500000US21001,"Adair County, Kentucky",1049702545,18391917,405.292,7.101,37.1055589,-85.2813796
0500000US21003,"Allen County, Kentucky",890240991,21079866,343.724,8.139,36.7507703,-86.192458
0500000US21005,"Anderson County, Kentucky",523849802,5244774,202.26,2.025,38.0053963,-84.9864171
0500000US21007,"Ballard County, Kentucky",639972655,69636340,247.095,26.887,37.0513234,-89.0103673
0500000US21009,"Barren County, Kentucky",1262269990,32723250,487.365,12.635,36.9628048,-85.9321078
0500000US21011,"Bath County, Kentucky",719997080,15570646,277.992,6.012,38.1522485,-83.7376405
0500000US21013,"Bell County, Kentucky",929803432,5484276,358.999,2.117,36.7289281,-83.680718
0500000US21015,"Boone County, Kentucky",637830301,26513521,246.268,10.237,38.9589002,-84.7363707
0500000US21017,"Bourbon County, Kentucky",750448654,4820688,289.75,1.861,38.2025623,-84.2098602
0500000US21019,"Boyd County, Kentucky",414051809,5571590,159.866,2.151,38.3600029,-82.6814057
0500000US21021,"Boyle County, Kentucky",467067884,6486677,180.336,2.505,37.6181043,-84.8683523
0500000US21023,"Bracken County, Kentucky",524900457,16279752,202.665,6.286,38.6803649,-84.1152351
0500000US21025,"Breathitt County, Kentucky",1275366506,7370804,492.422,2.846,37.5178069,-83.3171582
0500000US21027,"Breckinridge County, Kentucky",1475580265,41098834,569.725,15.868,37.777988,-86.4329188
0500000US21029,"Bullitt County, Kentucky",769444308,8237256,297.084,3.18,37.9699453,-85.7026354
0500000US21031,"Butler County, Kentucky",1103624033,13891042,426.112,5.363,37.2070133,-86.6824707
0500000US21033,"Caldwell County, Kentucky",893117876,8584485,344.835,3.314,37.1486421,-87.8705095
0500000US21035,"Calloway County, Kentucky",996755842,66943042,384.85,25.847,36.6209783,-88.2740857
0500000US21037,"Campbell County, Kentucky",391916807,20943964,151.32,8.087,38.9469811,-84.3795832
0500000US21039,"Carlisle County, Kentucky",490706561,24648733,189.463,9.517,36.85718,-88.976614
0500000US21041,"Carroll County, Kentucky",333331142,22186244,128.7,8.566,38.6683939,-85.1240238
0500000US21043,"Carter County, Kentucky",1060593553,6782466,409.497,2.619,38.3140935,-83.0389885
0500000US21045,"Casey County, Kentucky",1150621984,3842017,444.258,1.483,37.3219623,-84.9282195
0500000US21047,"Christian County, Kentucky",1858731000,16530508,717.66,6.382,36.8920592,-87.4929864
0500000US21049,"Clark County, Kentucky",653924827,6943411,252.482,2.681,37.9703141,-84.1451152
0500000US21051,"Clay County, Kentucky",1215470276,4754889,469.296,1.836,37.1642726,-83.7154535
0500000US21053,"Clinton County, Kentucky",510391738,21636754,197.063,8.354,36.7272577,-85.1360977
0500000US21055,"Crittenden County, Kentucky",931272391,30377986,359.566,11.729,37.3581494,-88.1050103
0500000US21057,"Cumberland County, Kentucky",790326358,14920717,305.147,5.761,36.7823717,-85.3884841
0500000US21059,"Daviess County, Kentucky",1187242067,46811527,458.397,18.074,37.731671,-87.087139
0500000US21061,"Edmonson County, Kentucky",784263747,13462746,302.806,5.198,37.2275136,-86.2180153
0500000US21063,"Elliott County, Kentucky",606888298,2595857,234.321,1.002,38.1168826,-83.096116
0500000US21065,"Estill County, Kentucky",655477008,6549172,253.081,2.529,37.6924493,-83.9639825
0500000US21067,"Fayette County, Kentucky",735181665,4434380,283.855,1.712,38.0406777,-84.4582721
0500000US21069,"Fleming County, Kentucky",903057248,6844691,348.672,2.643,38.3678475,-83.6992045
0500000US21071,"Floyd County, Kentucky",1018643076,6228697,393.3,2.405,37.552456,-82.7397239
0500000US21073,"Franklin County, Kentucky",538480614,10617911,207.909,4.1,38.234919,-84.8687863
0500000US21075,"Fulton County, Kentucky",533360972,64082320,205.932,24.742,36.5525115,-89.1876586
0500000US21077,"Gallatin County, Kentucky",254547580,16452438,98.281,6.352,38.7556634,-84.8651432
0500000US21079,"Garrard County, Kentucky",595501702,10415371,229.925,4.021,37.6301619,-84.5458557
0500000US21081,"Grant County, Kentucky",668154249,7246883,257.976,2.798,38.649167,-84.6259245
0500000US21083,"Graves County, Kentucky",1429042910,13030079,551.757,5.031,36.7233435,-88.6498974
0500000US21085,"Grayson County, Kentucky",1293792164,29767586,499.536,11.493,37.4585771,-86.3440114
0500000US21087,"Green County, Kentucky",740640299,7328706,285.963,2.83,37.2780653,-85.5379248
0500000US21089,"Greenup County, Kentucky",892130687,25867696,344.454,9.988,38.5635616,-82.9338199
0500000US21091,"Hancock County, Kentucky",486076270,29131626,187.675,11.248,37.8433252,-86.7927612
0500000US21093,"Hardin County, Kentucky",1615891718,16123680,623.899,6.225,37.6958356,-85.9631827
0500000US21095,"Harlan County, Kentucky",1206493477,6014134,465.83,2.322,36.8592233,-83.2214968
0500000US21097,"Harrison County, Kentucky",793722604,8855951,306.458,3.419,38.4445776,-84.3341313
0500000US21099,"Hart County, Kentucky",1068809200,13410820,412.67,5.178,37.3058265,-85.8784426
0500000US21101,"Henderson County, Kentucky",1130168819,75607018,436.361,29.192,37.7925421,-87.5725767
0500000US21103,"Henry County, Kentucky",741386195,12616890,286.251,4.871,38.4513829,-85.1196472
0500000US21105,"Hickman County, Kentucky",627634138,27735813,242.331,10.709,36.675896,-88.9720844
0500000US21107,"Hopkins County, Kentucky",1404258118,31671290,542.187,12.228,37.3110702,-87.5421956
0500000US21109,"Jackson County, Kentucky",894134829,3328475,345.227,1.285,37.4034585,-84.0205757
0500000US21111,"Jefferson County, Kentucky",986344428,43437020,380.83,16.771,38.1895321,-85.6576243
0500000US21113,"Jessamine County, Kentucky",445767041,6121602,172.112,2.364,37.8732908,-84.5839603
0500000US21115,"Johnson County, Kentucky",678488580,5619567,261.966,2.17,37.8477561,-82.8301215
0500000US21117,"Kenton County, Kentucky",415359131,10196816,160.371,3.937,38.9305031,-84.5334381
0500000US21119,"Knott County, Kentucky",910442831,3438036,351.524,1.327,37.3543684,-82.9525461
0500000US21121,"Knox County, Kentucky",1000590554,3676706,386.33,1.42,36.8885003,-83.8555508
0500000US21123,"Larue County, Kentucky",676090529,6721655,261.04,2.595,37.5444624,-85.6968413
0500000US21125,"Laurel County, Kentucky",1123286188,25873416,433.703,9.99,37.1132678,-84.119395
0500000US21127,"Lawrence County, Kentucky",1076391952,11578388,415.597,4.47,38.0744531,-82.7382903
0500000US21129,"Lee County, Kentucky",540843067,6309608,208.821,2.436,37.608116,-83.7192475
0500000US21131,"Leslie County, Kentucky",1038269511,9125982,400.878,3.524,37.0878462,-83.3886172
0500000US21133,"Letcher County, Kentucky",875244021,2847896,337.934,1.1,37.1185357,-82.8612507
0500000US21135,"Lewis County, Kentucky",1250595455,31872268,482.858,12.306,38.5350468,-83.3701427
0500000US21137,"Lincoln County, Kentucky",862215191,9037597,332.903,3.489,37.4571737,-84.6583354
0500000US21139,"Livingston County, Kentucky",810561761,75614775,312.96,29.195,37.2095174,-88.3634261
0500000US21141,"Logan County, Kentucky",1430232787,12470413,552.216,4.815,36.859607,-86.8812881
0500000US21143,"Lyon County, Kentucky",553700579,110705475,213.785,42.744,37.0239759,-88.0833909
0500000US21145,"McCracken County, Kentucky",644351557,49602861,248.786,19.152,37.0541106,-88.7124544
0500000US21147,"McCreary County, Kentucky",1105159773,10987658,426.705,4.242,36.7311363,-84.4910515
0500000US21149,"McLean County, Kentucky",654037067,9610577,252.525,3.711,37.5267075,-87.2655972
0500000US21151,"Madison County, Kentucky",1134231010,13798845,437.929,5.328,37.7255107,-84.2783618
0500000US21153,"Magoffin County, Kentucky",798864848,1848998,308.443,0.714,37.698983,-83.069721
0500000US21155,"Marion County, Kentucky",889793040,8563275,343.551,3.306,37.552604,-85.2689592
0500000US21157,"Marshall County, Kentucky",782500003,98537659,302.125,38.046,36.882017,-88.3327524
0500000US21159,"Martin County, Kentucky",594717447,2549460,229.622,0.984,37.796774,-82.5066231
0500000US21161,"Mason County, Kentucky",621926398,16274514,240.127,6.284,38.5941366,-83.8281251
0500000US21163,"Meade County, Kentucky",791146216,49058513,305.463,18.942,37.9674757,-86.2008628
0500000US21165,"Menifee County, Kentucky",527162212,6205679,203.538,2.396,37.9354855,-83.589355
0500000US21167,"Mercer County, Kentucky",645898189,10166125,249.383,3.925,37.8120852,-84.8796946
0500000US21169,"Metcalfe County, Kentucky",750193213,3985177,289.651,1.539,36.9924298,-85.6334564
0500000US21171,"Monroe County, Kentucky",853335721,6686907,329.475,2.582,36.714077,-85.713508
0500000US21173,"Montgomery County, Kentucky",511202049,3786799,197.376,1.462,38.0381086,-83.9124157
0500000US21175,"Morgan County, Kentucky",987053731,6950463,381.104,2.684,37.9229402,-83.2589444
0500000US21177,"Muhlenberg County, Kentucky",1210249680,31390324,467.28,12.12,37.2138159,-87.1340919
0500000US21179,"Nelson County, Kentucky",1084389928,13962497,418.685,5.391,37.8031198,-85.4659312
0500000US21181,"Nicholas County, Kentucky",505839859,3936676,195.306,1.52,38.338031,-84.0262231
0500000US21183,"Ohio County, Kentucky",1520569116,23652967,587.095,9.132,37.4778588,-86.844871
0500000US21185,"Oldham County, Kentucky",485089203,23440362,187.294,9.05,38.4001274,-85.4561499
0500000US21187,"Owen County, Kentucky",907751575,9741916,350.485,3.761,38.4993945,-84.8415902
0500000US21189,"Owsley County, Kentucky",511268801,2299985,197.402,0.888,37.4236223,-83.691637
0500000US21191,"Pendleton County, Kentucky",717810239,12332855,277.148,4.762,38.6962841,-84.3519435
0500000US21193,"Perry County, Kentucky",879880331,7473919,339.724,2.886,37.2412822,-83.2177723
0500000US21195,"Pike County, Kentucky",2036305634,6073018,786.222,2.345,37.4860314,-82.410912
0500000US21197,"Powell County, Kentucky",463508964,3003167,178.962,1.16,37.8095667,-83.8312347
0500000US21199,"Pulaski County, Kentucky",1704469885,49351326,658.1,19.055,37.1074283,-84.5769692
0500000US21201,"Robertson County, Kentucky",257938637,1333016,99.591,0.515,38.5134727,-84.06423
0500000US21203,"Rockcastle County, Kentucky",819904083,3961380,316.567,1.529,37.3610502,-84.3143684
0500000US21205,"Rowan County, Kentucky",724888281,16537777,279.881,6.385,38.2042659,-83.4280787
0500000US21207,"Russell County, Kentucky",655971056,76673438,253.272,29.604,36.9905867,-85.0549503
0500000US21209,"Scott County, Kentucky",730879457,8342139,282.194,3.221,38.2857099,-84.5783405
0500000US21211,"Shelby County, Kentucky",983652093,15210928,379.79,5.873,38.2390111,-85.2282471
0500000US21213,"Simpson County, Kentucky",606511223,5930956,234.175,2.29,36.7409366,-86.5817934
0500000US21215,"Spencer County, Kentucky",483473768,12916810,186.67,4.987,38.025313,-85.3173123
0500000US21217,"Taylor County, Kentucky",690009657,26953361,266.414,10.407,37.3662101,-85.3280585
0500000US21219,"Todd County, Kentucky",969984465,6586292,374.513,2.543,36.8403384,-87.1836416
0500000US21221,"Trigg County, Kentucky",1143304981,103337186,441.433,39.899,36.8076808,-87.8586515
0500000US21223,"Trimble County, Kentucky",382723828,21257574,147.771,8.208,38.6200401,-85.3512075
0500000US21225,"Union County, Kentucky",888050070,52667331,342.878,20.335,37.6580293,-87.9516496
0500000US21227,"Warren County, Kentucky",1403057985,15127045,541.724,5.841,36.995634,-86.4235786
0500000US21229,"Washington County, Kentucky",769962860,10138826,297.284,3.915,37.7542085,-85.1754162
0500000US21231,"Wayne County, Kentucky",1186326542,67647953,458.043,26.119,36.8007715,-84.8265896
0500000US21233,"Webster County, Kentucky",859944623,9398697,332.026,3.629,37.520375,-87.6852058
0500000US21235,"Whitley County, Kentucky",1134211587,18639649,437.922,7.197,36.7580237,-84.1446485
0500000US21237,"Wolfe County, Kentucky",575390049,1534248,222.159,0.592,37.7438929,-83.4951095
0500000US21239,"Woodford County, Kentucky",490993051,6380990,189.573,2.464,38.0431027,-84.7488546
0500000US22001,"Acadia Parish, Louisiana",1697073813,5934788,655.244,2.291,30.291497,-92.4110366
0500000US22003,"Allen Parish, Louisiana",1973788820,10457653,762.084,4.038,30.6527435,-92.8196052
0500000US22005,"Ascension Parish, Louisiana",751018421,32968280,289.97,12.729,30.2064437,-90.9125023
0500000US22007,"Assumption Parish, Louisiana",891009957,67104891,344.021,25.909,29.9032998,-91.0652194
0500000US22009,"Avoyelles Parish, Louisiana",2154028913,87952333,831.675,33.959,31.088503,-91.9832748
0500000US22011,"Beauregard Parish, Louisiana",2997852791,21944259,1157.477,8.473,30.6450184,-93.3402526
0500000US22013,"Bienville Parish, Louisiana",2101370398,27972980,811.344,10.8,32.3409517,-93.0411511
0500000US22015,"Bossier Parish, Louisiana",2174491553,70806182,839.576,27.338,32.6984813,-93.6265609
0500000US22017,"Caddo Parish, Louisiana",2277812595,149099518,879.468,57.568,32.5801062,-93.8849698
0500000US22019,"Calcasieu Parish, Louisiana",2755958086,77914414,1064.081,30.083,30.2295588,-93.3580154
0500000US22021,"Caldwell Parish, Louisiana",1372098436,29104196,529.77,11.237,32.1012195,-92.1142311
0500000US22023,"Cameron Parish, Louisiana",3327199807,1688890170,1284.639,652.084,29.871812,-93.1649478
0500000US22025,"Catahoula Parish, Louisiana",1833587418,81544665,707.952,31.485,31.666517,-91.846703
0500000US22027,"Claiborne Parish, Louisiana",1954908517,32473223,754.794,12.538,32.8271597,-92.9897278
