".Marshall County, Illinois","11,745","11,552"
".Mason County, Illinois","13,086","12,543"
".Massac County, Illinois","14,172","13,627"
".Menard County, Illinois","12,296","11,963"
".Mercer County, Illinois","15,696","15,292"
".Monroe County, Illinois","34,954","34,969"
".Montgomery County, Illinois","28,321","27,615"
".Morgan County, Illinois","33,567","32,618"
".Moultrie County, Illinois","14,537","14,365"
".Ogle County, Illinois","51,847","51,345"
".Peoria County, Illinois","182,021","179,630"
".Perry County, Illinois","20,945","20,272"
".Piatt County, Illinois","16,678","16,628"
".Pike County, Illinois","14,731","14,258"
".Pope County, Illinois","3,768","3,703"
".Pulaski County, Illinois","5,208","4,879"
".Putnam County, Illinois","5,637","5,633"
".Randolph County, Illinois","30,159","29,903"
".Richland County, Illinois","15,825","15,362"
".Rock Island County, Illinois","144,665","142,731"
".St. Clair County, Illinois","257,631","251,149"
".Saline County, Illinois","23,821","22,826"
".Sangamon County, Illinois","196,412","194,345"
".Schuyler County, Illinois","6,901","6,750"
".Scott County, Illinois","5,080","4,880"
".Shelby County, Illinois","20,978","20,542"
".Stark County, Illinois","5,401","5,272"
".Stephenson County, Illinois","44,700","43,088"
".Tazewell County, Illinois","131,552","129,821"
".Union County, Illinois","17,353","16,886"
".Vermilion County, Illinois","74,203","71,106"
".Wabash County, Illinois","11,359","10,979"
".Warren County, Illinois","16,842","16,217"
".Washington County, Illinois","13,767","13,535"
".Wayne County, Illinois","16,206","15,928"
".White County, Illinois","13,876","13,395"
".Whiteside County, Illinois","55,700","54,657"
".Will County, Illinois","697,353","708,583"
".Williamson County, Illinois","67,154","67,064"
".Winnebago County, Illinois","285,371","283,790"
".Woodford County, Illinois","38,457","38,290"
".Adams County, Indiana","35,819","36,584"
".Allen County, Indiana","385,402","399,295"
".Bartholomew County, Indiana","82,204","84,741"
".Benton County, Indiana","8,708","8,853"
".Blackford County, Indiana","12,112","11,816"
".Boone County, Indiana","70,800","78,773"
".Brown County, Indiana","15,468","15,650"
".Carroll County, Indiana","20,299","20,747"
".Cass County, Indiana","37,867","37,559"
".Clark County, Indiana","121,106","127,479"
".Clay County, Indiana","26,461","26,424"
".Clinton County, Indiana","33,183","32,895"
".Crawford County, Indiana","10,525","10,523"
".Daviess County, Indiana","33,389","34,097"
".Dearborn County, Indiana","50,678","51,435"
".Decatur County, Indiana","26,475","26,421"
".DeKalb County, Indiana","43,272","44,330"
".Delaware County, Indiana","111,907","112,951"
".Dubois County, Indiana","43,630","43,629"
".Elkhart County, Indiana","207,058","207,436"
".Fayette County, Indiana","23,395","23,335"
".Floyd County, Indiana","80,473","81,931"
".Fountain County, Indiana","16,480","16,833"
".Franklin County, Indiana","22,790","23,136"
".Fulton County, Indiana","20,477","20,004"
".Gibson County, Indiana","33,016","33,038"
".Grant County, Indiana","66,678","66,458"
".Greene County, Indiana","30,807","31,219"
".Hamilton County, Indiana","347,491","379,704"
".Hancock County, Indiana","79,836","88,810"
".Harrison County, Indiana","39,651","39,978"
".Hendricks County, Indiana","174,791","190,629"
".Henry County, Indiana","48,915","49,081"
".Howard County, Indiana","83,660","84,082"
".Huntington County, Indiana","36,666","36,944"
".Jackson County, Indiana","46,434","47,420"
".Jasper County, Indiana","32,910","33,387"
".Jay County, Indiana","20,477","20,164"
".Jefferson County, Indiana","33,145","32,921"
".Jennings County, Indiana","27,607","27,634"
".Johnson County, Indiana","161,780","170,614"
".Knox County, Indiana","36,287","35,872"
".Kosciusko County, Indiana","80,250","80,669"
".LaGrange County, Indiana","40,443","41,122"
".Lake County, Indiana","498,695","502,955"
".LaPorte County, Indiana","112,420","111,348"
".Lawrence County, Indiana","45,005","45,192"
".Madison County, Indiana","130,111","134,222"
".Marion County, Indiana","977,206","981,628"
".Marshall County, Indiana","46,083","46,464"
".Martin County, Indiana","9,812","9,864"
".Miami County, Indiana","35,961","35,613"
".Monroe County, Indiana","140,773","140,702"
".Montgomery County, Indiana","37,936","38,633"
".Morgan County, Indiana","71,781","73,825"
".Newton County, Indiana","13,827","14,131"
".Noble County, Indiana","47,467","47,811"
".Ohio County, Indiana","5,932","5,996"
".Orange County, Indiana","19,873","19,824"
".Owen County, Indiana","21,332","21,851"
".Parke County, Indiana","16,163","16,508"
".Perry County, Indiana","19,172","19,320"
".Pike County, Indiana","12,256","12,116"
".Porter County, Indiana","173,224","175,860"
".Posey County, Indiana","25,217","25,067"
".Pulaski County, Indiana","12,517","12,421"
".Putnam County, Indiana","36,726","37,804"
".Randolph County, Indiana","24,507","24,337"
".Ripley County, Indiana","28,989","29,214"
".Rush County, Indiana","16,752","16,759"
".St. Joseph County, Indiana","272,908","273,744"
".Scott County, Indiana","24,385","24,751"
".Shelby County, Indiana","45,053","45,654"
".Spencer County, Indiana","19,811","20,192"
".Starke County, Indiana","23,384","23,463"
".Steuben County, Indiana","34,444","34,862"
".Sullivan County, Indiana","20,817","20,768"
".Switzerland County, Indiana","9,754","9,988"
".Tippecanoe County, Indiana","186,246","191,650"
".Tipton County, Indiana","15,352","15,324"
".Union County, Indiana","7,084","6,884"
".Vanderburgh County, Indiana","180,133","180,387"
".Vermillion County, Indiana","15,434","15,516"
".Vigo County, Indiana","106,162","106,166"
".Wabash County, Indiana","30,972","30,777"
".Warren County, Indiana","8,436","8,451"
".Warrick County, Indiana","63,889","66,339"
".Washington County, Indiana","28,161","28,345"
".Wayne County, Indiana","66,544","66,410"
".Wells County, Indiana","28,173","28,798"
".White County, Indiana","24,698","24,833"
".Whitley County, Indiana","34,188","34,885"
".Adair County, Iowa","7,493","7,431"
".Adams County, Iowa","3,708","3,606"
".Allamakee County, Iowa","14,061","14,184"
".Appanoose County, Iowa","12,311","12,106"
".Audubon County, Iowa","5,673","5,562"
".Benton County, Iowa","25,584","25,799"
".Black Hawk County, Iowa","131,142","132,348"
".Boone County, Iowa","26,712","26,729"
".Bremer County, Iowa","24,985","25,328"
".Buchanan County, Iowa","20,563","20,733"
".Buena Vista County, Iowa","20,826","20,816"
".Butler County, Iowa","14,336","14,156"
".Calhoun County, Iowa","9,926","9,711"
".Carroll County, Iowa","20,766","20,407"
".Cass County, Iowa","13,126","13,024"
".Cedar County, Iowa","18,487","18,231"
".Cerro Gordo County, Iowa","43,127","42,493"
".Cherokee County, Iowa","11,658","11,658"
".Chickasaw County, Iowa","12,008","11,719"
".Clarke County, Iowa","9,747","9,524"
".Clay County, Iowa","16,380","16,474"
".Clayton County, Iowa","17,048","16,931"
".Clinton County, Iowa","46,460","46,015"
".Crawford County, Iowa","16,526","16,378"
".Dallas County, Iowa","99,735","115,343"
".Davis County, Iowa","9,112","9,193"
".Decatur County, Iowa","7,767","7,656"
".Delaware County, Iowa","17,479","17,609"
".Des Moines County, Iowa","38,940","38,411"
".Dickinson County, Iowa","17,708","18,158"
".Dubuque County, Iowa","99,275","99,242"
".Emmet County, Iowa","9,388","9,162"
".Fayette County, Iowa","19,513","19,152"
".Floyd County, Iowa","15,627","15,008"
".Franklin County, Iowa","10,012","10,024"
".Fremont County, Iowa","6,601","6,494"
".Greene County, Iowa","8,762","8,662"
".Grundy County, Iowa","12,339","12,405"
".Guthrie County, Iowa","10,627","10,774"
".Hamilton County, Iowa","15,039","14,856"
".Hancock County, Iowa","10,793","10,616"
".Hardin County, Iowa","16,875","16,464"
".Harrison County, Iowa","14,579","14,626"
".Henry County, Iowa","20,482","19,361"
".Howard County, Iowa","9,473","9,360"
".Humboldt County, Iowa","9,597","9,617"
".Ida County, Iowa","7,010","6,810"
".Iowa County, Iowa","16,660","16,423"
".Jackson County, Iowa","19,482","19,390"
".Jasper County, Iowa","37,811","38,107"
".Jefferson County, Iowa","15,667","15,781"
".Johnson County, Iowa","152,854","160,080"
".Jones County, Iowa","20,643","21,116"
".Keokuk County, Iowa","10,033","9,855"
".Kossuth County, Iowa","14,817","14,408"
".Lee County, Iowa","33,553","32,376"
".Linn County, Iowa","230,303","231,762"
".Louisa County, Iowa","10,839","10,630"
".Lucas County, Iowa","8,635","8,758"
".Lyon County, Iowa","11,929","12,378"
".Madison County, Iowa","16,545","17,161"
".Mahaska County, Iowa","22,191","22,034"
".Marion County, Iowa","33,417","34,048"
".Marshall County, Iowa","40,100","40,392"
".Mills County, Iowa","14,503","14,717"
".Mitchell County, Iowa","10,560","10,632"
".Monona County, Iowa","8,752","8,429"
".Monroe County, Iowa","7,573","7,373"
".Montgomery County, Iowa","10,326","10,063"
".Muscatine County, Iowa","43,249","42,132"
".O'Brien County, Iowa","14,180","14,260"
".Osceola County, Iowa","6,193","6,036"
".Page County, Iowa","15,214","15,038"
".Palo Alto County, Iowa","9,001","8,809"
".Plymouth County, Iowa","25,698","25,825"
".Pocahontas County, Iowa","7,078","7,006"
".Polk County, Iowa","492,402","516,185"
".Pottawattamie County, Iowa","93,647","93,529"
".Poweshiek County, Iowa","18,656","18,454"
".Ringgold County, Iowa","4,663","4,608"
".Sac County, Iowa","9,823","9,533"
".Scott County, Iowa","174,681","175,601"
".Shelby County, Iowa","11,749","11,821"
".Sioux County, Iowa","35,876","36,554"
".Story County, Iowa","98,534","102,498"
".Tama County, Iowa","17,096","16,738"
".Taylor County, Iowa","5,892","5,825"
".Union County, Iowa","12,138","11,955"
".Van Buren County, Iowa","7,202","7,217"
".Wapello County, Iowa","35,435","35,681"
".Warren County, Iowa","52,397","56,343"
".Washington County, Iowa","22,565","22,631"
".Wayne County, Iowa","6,492","6,622"
".Webster County, Iowa","36,998","36,909"
".Winnebago County, Iowa","10,676","10,383"
".Winneshiek County, Iowa","20,069","19,723"
".Woodbury County, Iowa","105,976","107,257"
".Worth County, Iowa","7,439","7,307"
".Wright County, Iowa","12,948","12,729"
".Allen County, Kansas","12,526","12,425"
".Anderson County, Kansas","7,836","7,908"
".Atchison County, Kansas","16,344","16,249"
".Barber County, Kansas","4,233","4,070"
".Barton County, Kansas","25,499","24,835"
".Bourbon County, Kansas","14,358","14,424"
".Brown County, Kansas","9,507","9,142"
".Butler County, Kansas","67,372","69,158"
".Chase County, Kansas","2,577","2,507"
".Chautauqua County, Kansas","3,378","3,339"
".Cherokee County, Kansas","19,358","19,133"
".Cheyenne County, Kansas","2,614","2,646"
".Clark County, Kansas","1,990","1,873"
".Clay County, Kansas","8,116","7,969"
".Cloud County, Kansas","9,043","8,723"
".Coffey County, Kansas","8,361","8,301"
".Comanche County, Kansas","1,689","1,694"
".Cowley County, Kansas","34,554","34,186"
".Crawford County, Kansas","38,971","38,904"
".Decatur County, Kansas","2,752","2,716"
".Dickinson County, Kansas","18,393","18,621"
".Doniphan County, Kansas","7,503","7,575"
".Douglas County, Kansas","118,777","121,989"
".Edwards County, Kansas","2,902","2,731"
".Elk County, Kansas","2,476","2,436"
".Ellis County, Kansas","28,935","29,007"
".Ellsworth County, Kansas","6,383","6,316"
".Finney County, Kansas","38,469","38,354"
".Ford County, Kansas","34,291","34,072"
".Franklin County, Kansas","25,996","26,273"
".Geary County, Kansas","36,738","35,459"
".Gove County, Kansas","2,724","2,658"
".Graham County, Kansas","2,415","2,370"
".Grant County, Kansas","7,352","7,097"
".Gray County, Kansas","5,648","5,730"
".Greeley County, Kansas","1,283","1,152"
".Greenwood County, Kansas","6,015","5,871"
".Hamilton County, Kansas","2,517","2,488"
".Harper County, Kansas","5,485","5,413"
".Harvey County, Kansas","34,027","33,642"
".Haskell County, Kansas","3,781","3,591"
".Hodgeman County, Kansas","1,721","1,673"
".Jackson County, Kansas","13,230","13,525"
".Jefferson County, Kansas","18,362","18,332"
".Jewell County, Kansas","2,931","2,899"
".Johnson County, Kansas","609,860","632,276"
".Kearny County, Kansas","3,980","3,808"
".Kingman County, Kansas","7,468","6,946"
".Kiowa County, Kansas","2,459","2,436"
".Labette County, Kansas","20,179","19,692"
".Lane County, Kansas","1,575","1,482"
".Leavenworth County, Kansas","81,896","84,670"
".Lincoln County, Kansas","2,937","2,928"
".Linn County, Kansas","9,595","9,841"
".Logan County, Kansas","2,761","2,694"
".Lyon County, Kansas","32,177","32,520"
".McPherson County, Kansas","30,220","30,334"
".Marion County, Kansas","11,826","11,670"
".Marshall County, Kansas","10,032","9,950"
".Meade County, Kansas","4,063","3,892"
".Miami County, Kansas","34,185","35,737"
".Mitchell County, Kansas","5,797","5,803"
".Montgomery County, Kansas","31,486","30,459"
".Morris County, Kansas","5,391","5,279"
".Morton County, Kansas","2,703","2,485"
".Nemaha County, Kansas","10,273","10,062"
".Neosho County, Kansas","15,900","15,552"
".Ness County, Kansas","2,687","2,617"
".Norton County, Kansas","5,456","5,335"
".Osage County, Kansas","15,761","15,737"
".Osborne County, Kansas","3,495","3,353"
".Ottawa County, Kansas","5,731","5,853"
".Pawnee County, Kansas","6,245","6,012"
".Phillips County, Kansas","4,971","4,733"
".Pottawatomie County, Kansas","25,350","26,876"
".Pratt County, Kansas","9,149","9,137"
".Rawlins County, Kansas","2,568","2,432"
".Reno County, Kansas","61,897","61,417"
".Republic County, Kansas","4,677","4,613"
".Rice County, Kansas","9,422","9,284"
".Riley County, Kansas","71,959","72,557"
".Rooks County, Kansas","4,911","4,748"
".Rush County, Kansas","2,957","2,810"
".Russell County, Kansas","6,686","6,620"
".Saline County, Kansas","54,289","53,459"
".Scott County, Kansas","5,145","4,914"
".Sedgwick County, Kansas","523,831","536,081"
".Seward County, Kansas","21,961","21,276"
".Shawnee County, Kansas","178,905","177,942"
".Sheridan County, Kansas","2,440","2,397"
".Sherman County, Kansas","5,931","5,796"
".Smith County, Kansas","3,567","3,541"
".Stafford County, Kansas","4,067","3,901"
".Stanton County, Kansas","2,086","2,071"
".Stevens County, Kansas","5,252","5,035"
".Sumner County, Kansas","22,369","22,336"
".Thomas County, Kansas","7,931","7,802"
".Trego County, Kansas","2,806","2,774"
".Wabaunsee County, Kansas","6,875","7,112"
".Wallace County, Kansas","1,512","1,472"
".Washington County, Kansas","5,525","5,572"
".Wichita County, Kansas","2,152","2,072"
".Wilson County, Kansas","8,632","8,398"
".Woodson County, Kansas","3,123","3,111"
".Wyandotte County, Kansas","169,229","169,418"
".Adair County, Kentucky","18,901","19,239"
".Allen County, Kentucky","20,577","22,037"
".Anderson County, Kentucky","23,869","24,883"
".Ballard County, Kentucky","7,731","7,626"
".Barren County, Kentucky","44,485","45,609"
".Bath County, Kentucky","12,747","12,951"
".Bell County, Kentucky","24,098","23,051"
".Boone County, Kentucky","135,994","144,135"
".Bourbon County, Kentucky","20,243","20,333"
".Boyd County, Kentucky","48,255","47,777"
".Boyle County, Kentucky","30,622","31,394"
".Bracken County, Kentucky","8,406","8,497"
".Breathitt County, Kentucky","13,722","12,804"
".Breckinridge County, Kentucky","20,432","21,221"
".Bullitt County, Kentucky","82,224","85,802"
".Butler County, Kentucky","12,369","12,551"
".Caldwell County, Kentucky","12,647","12,611"
".Calloway County, Kentucky","37,548","38,975"
".Campbell County, Kentucky","93,076","94,008"
".Carlisle County, Kentucky","4,817","4,777"
".Carroll County, Kentucky","10,807","11,111"
".Carter County, Kentucky","26,630","26,098"
".Casey County, Kentucky","15,942","15,948"
".Christian County, Kentucky","72,798","71,006"
".Clark County, Kentucky","36,996","37,673"
".Clay County, Kentucky","20,336","19,592"
".Clinton County, Kentucky","9,249","9,183"
".Crittenden County, Kentucky","8,988","8,982"
".Cumberland County, Kentucky","5,886","6,047"
".Daviess County, Kentucky","103,315","104,457"
".Edmonson County, Kentucky","12,131","12,635"
".Elliott County, Kentucky","7,353","7,263"
".Estill County, Kentucky","14,162","14,002"
".Fayette County, Kentucky","322,566","329,437"
".Fleming County, Kentucky","15,082","15,591"
".Floyd County, Kentucky","35,942","34,532"
".Franklin County, Kentucky","51,546","52,442"
".Fulton County, Kentucky","6,513","6,282"
".Gallatin County, Kentucky","8,695","8,805"
".Garrard County, Kentucky","16,946","18,040"
".Grant County, Kentucky","24,944","25,722"
".Graves County, Kentucky","36,655","36,821"
".Grayson County, Kentucky","26,417","27,070"
".Green County, Kentucky","11,109","11,552"
".Greenup County, Kentucky","35,969","35,273"
".Hancock County, Kentucky","9,096","9,013"
".Hardin County, Kentucky","110,703","112,826"
".Harlan County, Kentucky","26,834","25,052"
".Harrison County, Kentucky","18,693","19,525"
".Hart County, Kentucky","19,286","19,923"
".Henderson County, Kentucky","44,792","44,175"
".Henry County, Kentucky","15,676","16,198"
".Hickman County, Kentucky","4,522","4,393"
".Hopkins County, Kentucky","45,415","45,218"
".Jackson County, Kentucky","12,961","13,358"
".Jefferson County, Kentucky","782,987","793,881"
".Jessamine County, Kentucky","52,983","56,495"
".Johnson County, Kentucky","22,678","22,098"
".Kenton County, Kentucky","169,039","174,862"
".Knott County, Kentucky","14,250","13,438"
".Knox County, Kentucky","30,196","29,657"
".Larue County, Kentucky","14,865","15,128"
".Laurel County, Kentucky","62,614","63,353"
".Lawrence County, Kentucky","16,290","15,798"
".Lee County, Kentucky","7,386","7,313"
".Leslie County, Kentucky","10,515","9,729"
".Letcher County, Kentucky","21,550","20,139"
".Lewis County, Kentucky","13,084","12,875"
".Lincoln County, Kentucky","24,274","24,910"
".Livingston County, Kentucky","8,889","8,815"
".Logan County, Kentucky","27,430","28,467"
".Lyon County, Kentucky","8,684","9,078"
".McCracken County, Kentucky","67,877","67,550"
".McCreary County, Kentucky","16,887","16,824"
".McLean County, Kentucky","9,150","9,126"
".Madison County, Kentucky","92,701","99,582"
".Magoffin County, Kentucky","11,639","11,118"
".Marion County, Kentucky","19,581","19,851"
".Marshall County, Kentucky","31,659","31,734"
".Martin County, Kentucky","11,287","10,696"
".Mason County, Kentucky","17,125","16,956"
".Meade County, Kentucky","30,007","30,442"
".Menifee County, Kentucky","6,112","6,341"
".Mercer County, Kentucky","22,640","23,515"
".Metcalfe County, Kentucky","10,286","10,558"
".Monroe County, Kentucky","11,336","11,163"
".Montgomery County, Kentucky","28,100","28,771"
".Morgan County, Kentucky","13,725","14,300"
".Muhlenberg County, Kentucky","30,932","30,512"
".Nelson County, Kentucky","46,725","48,706"
".Nicholas County, Kentucky","7,530","7,816"
".Ohio County, Kentucky","23,767","23,933"
".Oldham County, Kentucky","67,608","70,525"
".Owen County, Kentucky","11,268","11,435"
".Owsley County, Kentucky","4,053","3,928"
".Pendleton County, Kentucky","14,646","14,844"
".Perry County, Kentucky","28,471","26,739"
".Pike County, Kentucky","58,668","55,430"
".Powell County, Kentucky","13,131","12,928"
".Pulaski County, Kentucky","65,032","66,842"
".Robertson County, Kentucky","2,195","2,382"
".Rockcastle County, Kentucky","16,039","16,226"
".Rowan County, Kentucky","24,654","24,675"
".Russell County, Kentucky","17,991","18,458"
".Scott County, Kentucky","57,163","61,700"
".Shelby County, Kentucky","48,108","50,124"
".Simpson County, Kentucky","19,596","20,350"
".Spencer County, Kentucky","19,424","20,823"
".Taylor County, Kentucky","26,012","26,809"
".Todd County, Kentucky","12,242","12,757"
".Trigg County, Kentucky","14,056","14,559"
".Trimble County, Kentucky","8,471","8,591"
".Union County, Kentucky","13,671","13,178"
".Warren County, Kentucky","134,561","147,936"
".Washington County, Kentucky","12,023","12,269"
".Wayne County, Kentucky","19,558","19,629"
".Webster County, Kentucky","13,017","12,854"
".Whitley County, Kentucky","36,709","37,233"
".Wolfe County, Kentucky","6,562","6,364"
".Woodford County, Kentucky","26,875","27,728"
".Acadia Parish, Louisiana","57,571","56,604"
".Allen Parish, Louisiana","22,752","22,501"
".Ascension Parish, Louisiana","126,499","133,534"
".Assumption Parish, Louisiana","21,044","20,050"
".Avoyelles Parish, Louisiana","39,684","38,373"
".Beauregard Parish, Louisiana","36,556","36,695"
".Bienville Parish, Louisiana","12,987","12,412"
".Bossier Parish, Louisiana","128,764","131,102"
".Caddo Parish, Louisiana","237,823","224,893"
".Calcasieu Parish, Louisiana","216,785","206,861"
".Caldwell Parish, Louisiana","9,647","9,393"
".Cameron Parish, Louisiana","5,620","4,678"
".Catahoula Parish, Louisiana","8,907","8,280"
".Claiborne Parish, Louisiana","14,172","13,537"
".Concordia Parish, Louisiana","18,681","17,797"
".De Soto Parish, Louisiana","26,816","27,274"
".East Baton Rouge Parish, Louisiana","456,794","453,022"
".East Carroll Parish, Louisiana","7,456","6,892"
".East Feliciana Parish, Louisiana","19,524","19,112"
".Evangeline Parish, Louisiana","32,343","31,745"
".Franklin Parish, Louisiana","19,773","19,107"
".Grant Parish, Louisiana","22,176","22,109"
".Iberia Parish, Louisiana","70,290","67,540"
".Iberville Parish, Louisiana","30,243","29,766"
".Jackson Parish, Louisiana","15,031","14,797"
".Jefferson Parish, Louisiana","440,784","427,253"
".Jefferson Davis Parish, Louisiana","32,249","31,436"
".Lafayette Parish, Louisiana","241,759","254,241"
".Lafourche Parish, Louisiana","97,552","95,342"
".LaSalle Parish, Louisiana","14,802","14,702"
".Lincoln Parish, Louisiana","48,396","48,243"
".Livingston Parish, Louisiana","142,288","152,886"
".Madison Parish, Louisiana","10,007","9,093"
".Morehouse Parish, Louisiana","25,630","23,787"
".Natchitoches Parish, Louisiana","37,519","35,982"
".Orleans Parish, Louisiana","384,130","362,701"
".Ouachita Parish, Louisiana","160,366","157,874"
".Plaquemines Parish, Louisiana","23,511","22,289"
".Pointe Coupee Parish, Louisiana","20,755","19,845"
".Rapides Parish, Louisiana","130,016","125,899"
".Red River Parish, Louisiana","7,622","7,238"
".Richland Parish, Louisiana","20,043","19,643"
".Sabine Parish, Louisiana","22,155","21,746"
".St. Bernard Parish, Louisiana","43,765","44,783"
".St. Charles Parish, Louisiana","52,548","50,400"
".St. Helena Parish, Louisiana","10,923","10,857"
".St. James Parish, Louisiana","20,195","19,110"
".St. John the Baptist Parish, Louisiana","42,472","39,694"
".St. Landry Parish, Louisiana","82,549","80,869"
".St. Martin Parish, Louisiana","51,746","51,218"
".St. Mary Parish, Louisiana","49,408","46,799"
".St. Tammany Parish, Louisiana","264,573","277,615"
".Tangipahoa Parish, Louisiana","133,146","139,823"
".Tensas Parish, Louisiana","4,148","3,844"
".Terrebonne Parish, Louisiana","109,584","103,864"
".Union Parish, Louisiana","21,112","20,617"
".Vermilion Parish, Louisiana","57,001","57,641"
".Vernon Parish, Louisiana","48,746","45,819"
".Washington Parish, Louisiana","45,457","45,090"
".Webster Parish, Louisiana","36,968","35,184"
".West Baton Rouge Parish, Louisiana","27,201","28,425"
".West Carroll Parish, Louisiana","9,753","9,254"
".West Feliciana Parish, Louisiana","15,307","15,155"
".Winn Parish, Louisiana","13,750","13,405"
".Androscoggin County, Maine","111,133","115,272"
".Aroostook County, Maine","67,088","66,776"
".Cumberland County, Maine","303,080","313,809"
".Franklin County, Maine","29,451","30,902"
".Hancock County, Maine","55,481","56,946"
".Kennebec County, Maine","124,513","128,461"
".Knox County, Maine","40,611","40,981"
".Lincoln County, Maine","35,239","36,491"
".Oxford County, Maine","57,756","60,039"
".Penobscot County, Maine","152,199","156,840"
".Piscataquis County, Maine","16,794","17,432"
".Sagadahoc County, Maine","36,699","37,582"
".Somerset County, Maine","50,478","51,338"
".Waldo County, Maine","39,602","40,617"
".Washington County, Maine","31,107","31,383"
".York County, Maine","211,965","220,143"
".Allegany County, Maryland","68,106","67,097"
".Anne Arundel County, Maryland","592,643","602,350"
".Baltimore County, Maryland","854,524","852,425"
".Calvert County, Maryland","92,786","94,913"
".Caroline County, Maryland","33,298","34,248"
".Carroll County, Maryland","172,887","177,108"
".Cecil County, Maryland","103,726","106,305"
".Charles County, Maryland","166,598","174,478"
".Dorchester County, Maryland","32,523","33,138"
".Frederick County, Maryland","271,720","299,317"
".Garrett County, Maryland","28,805","28,393"
".Harford County, Maryland","260,932","265,514"
".Howard County, Maryland","332,313","339,668"
".Kent County, Maryland","19,197","19,557"
".Montgomery County, Maryland","1,062,077","1,082,273"
".Prince George's County, Maryland","967,211","966,629"
".Queen Anne's County, Maryland","49,880","53,688"
".St. Mary's County, Maryland","113,778","116,469"
".Somerset County, Maryland","24,619","25,241"
".Talbot County, Maryland","37,522","38,244"
".Washington County, Maryland","154,707","157,228"
".Wicomico County, Maryland","103,594","106,329"
".Worcester County, Maryland","52,463","54,337"
".Baltimore city, Maryland","585,720","568,271"
".Barnstable County, Massachusetts","229,067","232,570"
".Berkshire County, Massachusetts","129,028","128,726"
".Bristol County, Massachusetts","579,298","588,593"
".Dukes County, Massachusetts","20,590","21,061"
".Essex County, Massachusetts","809,940","823,938"
".Franklin County, Massachusetts","71,032","70,871"
".Hampden County, Massachusetts","465,833","464,151"
".Hampshire County, Massachusetts","162,308","165,399"
".Middlesex County, Massachusetts","1,631,915","1,668,956"
".Nantucket County, Massachusetts","14,250","14,670"
".Norfolk County, Massachusetts","726,010","740,754"
".Plymouth County, Massachusetts","530,820","542,090"
".Suffolk County, Massachusetts","800,937","793,144"
".Worcester County, Massachusetts","862,104","881,248"
".Alcona County, Michigan","10,161","10,624"
".Alger County, Michigan","8,833","8,695"
".Allegan County, Michigan","120,503","122,429"
".Alpena County, Michigan","28,904","28,903"
".Antrim County, Michigan","23,427","24,536"
".Arenac County, Michigan","15,009","15,087"
".Baraga County, Michigan","8,150","8,169"
".Barry County, Michigan","62,429","64,025"
".Bay County, Michigan","103,856","102,651"
".Benzie County, Michigan","17,967","18,520"
".Berrien County, Michigan","154,539","152,703"
".Branch County, Michigan","44,864","46,187"
".Calhoun County, Michigan","134,310","133,785"
".Cass County, Michigan","51,592","51,550"
".Charlevoix County, Michigan","26,049","26,105"
".Cheboygan County, Michigan","25,583","25,964"
".Chippewa County, Michigan","36,786","36,253"
".Clare County, Michigan","30,861","31,405"
".Clinton County, Michigan","79,128","80,050"
".Crawford County, Michigan","12,986","13,599"
".Delta County, Michigan","36,904","36,687"
".Dickinson County, Michigan","25,955","25,995"
".Eaton County, Michigan","109,185","109,494"
".Emmet County, Michigan","34,110","33,949"
".Genesee County, Michigan","406,220","402,279"
".Gladwin County, Michigan","25,378","25,995"
".Gogebic County, Michigan","14,376","14,217"
".Grand Traverse County, Michigan","95,249","96,625"
".Gratiot County, Michigan","41,764","41,372"
".Hillsdale County, Michigan","45,751","45,590"
".Houghton County, Michigan","37,373","38,041"
".Huron County, Michigan","31,404","30,780"
".Ingham County, Michigan","285,230","290,427"
".Ionia County, Michigan","66,804","66,250"
".Iosco County, Michigan","25,230","25,361"
".Iron County, Michigan","11,618","11,709"
".Isabella County, Michigan","64,402","65,072"
".Jackson County, Michigan","160,357","160,233"
".Kalamazoo County, Michigan","261,685","264,780"
".Kalkaska County, Michigan","17,937","18,618"
".Kent County, Michigan","657,980","673,002"
".Keweenaw County, Michigan","2,046","2,161"
".Lake County, Michigan","12,101","13,005"
".Lapeer County, Michigan","88,622","89,168"
".Leelanau County, Michigan","22,298","22,871"
".Lenawee County, Michigan","99,413","97,746"
".Livingston County, Michigan","193,876","196,976"
".Luce County, Michigan","6,412","6,328"
".Mackinac County, Michigan","10,824","11,144"
".Macomb County, Michigan","881,233","886,175"
".Manistee County, Michigan","25,033","25,519"
".Marquette County, Michigan","66,546","67,979"
".Mason County, Michigan","29,055","29,093"
".Mecosta County, Michigan","40,344","41,947"
".Menominee County, Michigan","23,496","23,050"
".Midland County, Michigan","83,497","84,022"
".Missaukee County, Michigan","15,056","15,239"
".Monroe County, Michigan","154,810","156,045"
".Montcalm County, Michigan","66,625","69,314"
".Montmorency County, Michigan","9,156","9,828"
".Muskegon County, Michigan","174,737","177,428"
".Newaygo County, Michigan","49,965","51,504"
".Oakland County, Michigan","1,274,371","1,296,888"
".Oceana County, Michigan","26,659","27,014"
".Ogemaw County, Michigan","20,770","20,985"
".Ontonagon County, Michigan","5,812","5,824"
".Osceola County, Michigan","22,886","23,484"
".Oscoda County, Michigan","8,220","8,596"
".Otsego County, Michigan","25,089","26,083"
".Ottawa County, Michigan","296,195","306,235"
".Presque Isle County, Michigan","12,982","13,230"
".Roscommon County, Michigan","23,446","23,932"
